Match,Result,totalGold,goldDiff,totalKills,totalDeaths,totalAssists,KD_rat,indGold,indKills,indDeaths,indAssists
R3654,0,40544,-14959,3,13,8,-10,"[8081, 8057, 9866, 8908, 5632]","[1, 1, 0, 1, 0]","[5, 2, 0, 2, 4]","[1, 2, 2, 1, 2]"
B3655,0,52577,-19985,1,11,2,-10,"[10657, 10074, 12199, 12537, 7110]","[0, 1, 0, 0, 0]","[4, 3, 1, 1, 2]","[0, 0, 0, 1, 1]"
R3655,1,72562,19985,11,1,36,10,"[14494, 13242, 16832, 17427, 10567]","[2, 0, 5, 4, 0]","[0, 0, 0, 1, 0]","[6, 10, 4, 6, 10]"
B3656,1,58495,14349,17,2,50,15,"[12030, 10100, 12969, 14120, 9276]","[2, 1, 6, 6, 2]","[0, 0, 0, 2, 0]","[8, 14, 8, 7, 13]"
R3656,0,44146,-14349,2,17,6,-15,"[9906, 8409, 9635, 10045, 6151]","[1, 1, 0, 0, 0]","[2, 4, 4, 4, 3]","[1, 1, 0, 2, 2]"
B3657,0,69740,-14947,5,13,15,-8,"[15949, 12639, 17174, 13871, 10107]","[1, 1, 1, 2, 0]","[3, 3, 2, 2, 3]","[2, 4, 4, 1, 4]"
R3657,1,84687,14947,13,5,26,8,"[17364, 17908, 18634, 19187, 11594]","[0, 5, 5, 2, 1]","[1, 3, 1, 0, 0]","[5, 2, 6, 6, 7]"
B3658,1,95209,10086,17,15,37,2,"[19706, 19803, 20218, 21007, 14475]","[3, 4, 5, 4, 1]","[2, 3, 3, 3, 4]","[10, 5, 6, 7, 9]"
R3658,0,85123,-10086,15,17,45,-2,"[19015, 14835, 23132, 16262, 11879]","[2, 3, 9, 1, 0]","[3, 3, 2, 4, 5]","[9, 9, 4, 11, 12]"
B3659,1,74966,5951,19,9,53,10,"[14611, 13977, 18617, 16299, 11462]","[5, 4, 6, 4, 0]","[1, 3, 1, 2, 2]","[10, 10, 7, 9, 17]"
R3659,0,69015,-5951,9,19,26,-10,"[14265, 13345, 14248, 16392, 10765]","[0, 1, 2, 5, 1]","[4, 5, 3, 2, 5]","[7, 6, 3, 3, 7]"
B3660,0,48249,-8949,4,18,14,-14,"[10261, 9131, 11241, 10456, 7160]","[1, 1, 0, 2, 0]","[3, 4, 2, 5, 4]","[3, 3, 3, 2, 3]"
R3660,1,57198,8949,18,4,54,14,"[10960, 11270, 12860, 13890, 8218]","[3, 2, 3, 9, 1]","[1, 1, 0, 1, 1]","[14, 12, 6, 8, 14]"
B3661,1,72306,12663,14,5,35,9,"[14850, 15090, 17238, 15509, 9619]","[1, 5, 6, 2, 0]","[0, 1, 2, 2, 0]","[5, 8, 5, 7, 10]"
R3661,0,59643,-12663,5,14,14,-9,"[11966, 11901, 13959, 13642, 8175]","[2, 1, 1, 1, 0]","[3, 2, 2, 2, 5]","[2, 2, 3, 4, 3]"
B3662,0,51533,-11993,6,7,10,-1,"[10225, 9586, 12900, 11696, 7126]","[0, 2, 3, 1, 0]","[0, 3, 0, 2, 2]","[2, 1, 1, 2, 4]"
R3662,1,63526,11993,7,6,10,1,"[12393, 12288, 14963, 14054, 9828]","[0, 2, 3, 2, 0]","[2, 1, 1, 2, 0]","[1, 2, 0, 2, 5]"
B3663,1,61838,3352,12,8,39,4,"[11830, 11078, 14108, 15844, 8978]","[1, 0, 2, 8, 1]","[1, 3, 1, 1, 2]","[9, 7, 9, 3, 11]"
R3663,0,58486,-3352,8,12,18,-4,"[12264, 10143, 14849, 12824, 8406]","[0, 1, 3, 2, 2]","[2, 4, 2, 2, 2]","[5, 4, 3, 3, 3]"
B3664,1,83250,759,13,11,36,2,"[15538, 15405, 20887, 18935, 12485]","[2, 1, 6, 4, 0]","[3, 2, 2, 1, 3]","[8, 8, 5, 4, 11]"
R3664,0,82491,-759,11,13,38,-2,"[15878, 15484, 21702, 17315, 12112]","[2, 2, 2, 4, 1]","[2, 1, 1, 4, 5]","[8, 7, 8, 6, 9]"
B3665,0,76424,-3833,11,8,30,3,"[15373, 13663, 15628, 20555, 11205]","[2, 1, 4, 4, 0]","[1, 1, 2, 1, 3]","[7, 5, 4, 4, 10]"
R3665,1,80257,3833,8,11,21,-3,"[16256, 15360, 18050, 19632, 10959]","[3, 3, 2, 0, 0]","[1, 2, 3, 2, 3]","[3, 3, 5, 4, 6]"
B3666,1,50319,7490,6,2,12,4,"[9711, 10147, 11258, 11825, 7378]","[1, 1, 3, 1, 0]","[0, 0, 1, 1, 0]","[2, 3, 2, 2, 3]"
R3666,0,42829,-7490,2,6,6,-4,"[8935, 8135, 9831, 9491, 6437]","[0, 1, 1, 0, 0]","[1, 2, 2, 0, 1]","[0, 1, 1, 2, 2]"
B3667,1,49717,10014,20,8,48,12,"[9733, 10114, 11055, 11354, 7461]","[2, 6, 5, 7, 0]","[2, 1, 1, 2, 2]","[6, 10, 9, 6, 17]"
R3667,0,39703,-10014,8,20,22,-12,"[8884, 8201, 8266, 8796, 5556]","[2, 2, 1, 2, 1]","[1, 4, 3, 4, 8]","[6, 5, 4, 4, 3]"
B3668,1,111207,11975,32,18,73,14,"[23414, 20931, 24218, 26238, 16406]","[4, 6, 10, 12, 0]","[3, 4, 1, 4, 6]","[13, 13, 18, 9, 20]"
R3668,0,99232,-11975,18,32,62,-14,"[19518, 20512, 20357, 23559, 15286]","[4, 4, 1, 7, 2]","[4, 7, 7, 7, 7]","[9, 14, 15, 9, 15]"
B3669,0,86072,-777,20,19,58,1,"[18203, 14539, 18404, 22493, 12433]","[3, 1, 7, 9, 0]","[4, 3, 4, 3, 5]","[14, 12, 7, 8, 17]"
R3669,1,86849,777,19,20,48,-1,"[17898, 17121, 20046, 18925, 12859]","[3, 5, 6, 5, 0]","[4, 6, 1, 4, 5]","[7, 5, 10, 11, 15]"
B3670,0,50844,-13637,4,18,9,-14,"[10485, 9249, 11305, 11894, 7911]","[2, 1, 0, 1, 0]","[3, 3, 3, 6, 3]","[1, 0, 3, 2, 3]"
R3670,1,64481,13637,18,4,47,14,"[12701, 11798, 13127, 17655, 9200]","[4, 1, 4, 9, 0]","[2, 0, 0, 1, 1]","[9, 12, 6, 7, 13]"
B3671,0,50312,-15257,2,16,1,-14,"[10560, 10000, 10190, 12093, 7469]","[0, 1, 1, 0, 0]","[6, 3, 2, 2, 3]","[0, 0, 0, 0, 1]"
R3671,1,65569,15257,16,2,51,14,"[13594, 13785, 14647, 13727, 9816]","[1, 5, 5, 3, 2]","[0, 1, 0, 0, 1]","[14, 7, 10, 9, 11]"
B3672,0,64125,-11251,14,20,36,-6,"[13945, 12672, 13649, 14882, 8977]","[3, 1, 4, 6, 0]","[3, 5, 6, 2, 4]","[4, 11, 5, 6, 10]"
R3672,1,75376,11251,20,14,62,6,"[15467, 14098, 18104, 16927, 10780]","[3, 2, 12, 2, 1]","[1, 7, 2, 2, 2]","[14, 11, 5, 16, 16]"
B3673,0,53438,-13049,2,13,4,-11,"[10798, 10701, 11908, 11477, 8554]","[0, 0, 2, 0, 0]","[2, 4, 3, 2, 2]","[1, 1, 0, 1, 1]"
R3673,1,66487,13049,13,2,38,11,"[13074, 12371, 14999, 16581, 9462]","[1, 3, 4, 4, 1]","[0, 0, 1, 1, 0]","[7, 7, 6, 8, 10]"
B3674,1,71850,5702,25,17,66,8,"[13096, 12873, 17821, 17171, 10889]","[5, 1, 16, 3, 0]","[4, 3, 2, 3, 5]","[11, 15, 5, 19, 16]"
R3674,0,66148,-5702,17,25,45,-8,"[13207, 12988, 14433, 14813, 10707]","[2, 3, 4, 4, 4]","[5, 4, 6, 4, 6]","[11, 9, 7, 7, 11]"
B3675,0,70004,-12225,6,13,15,-7,"[13737, 12974, 18219, 15504, 9570]","[0, 1, 4, 1, 0]","[4, 3, 1, 1, 4]","[2, 4, 2, 3, 4]"
R3675,1,82229,12225,13,6,28,7,"[15996, 15267, 19204, 20399, 11363]","[0, 0, 6, 7, 0]","[2, 1, 2, 0, 1]","[9, 2, 6, 3, 8]"
B3676,1,63325,12652,18,7,44,11,"[12671, 12567, 15644, 13157, 9286]","[4, 5, 6, 2, 1]","[2, 1, 0, 0, 4]","[9, 9, 8, 8, 10]"
R3676,0,50673,-12652,7,18,18,-11,"[9628, 9633, 13249, 10679, 7484]","[0, 1, 6, 0, 0]","[3, 5, 4, 3, 3]","[3, 3, 1, 5, 6]"
B3677,1,55333,13372,11,1,35,10,"[10419, 10310, 12751, 13646, 8207]","[0, 1, 3, 5, 2]","[0, 0, 0, 0, 1]","[8, 8, 6, 5, 8]"
R3677,0,41961,-13372,1,11,2,-10,"[8569, 7917, 10957, 8331, 6187]","[0, 0, 0, 1, 0]","[3, 3, 1, 2, 2]","[0, 0, 1, 0, 1]"
B3678,0,42098,-9823,9,13,23,-4,"[8802, 7782, 9396, 9864, 6254]","[1, 2, 2, 4, 0]","[3, 4, 1, 2, 3]","[4, 5, 3, 3, 8]"
R3678,1,51921,9823,13,9,28,4,"[10272, 9795, 12461, 12057, 7336]","[2, 3, 2, 5, 1]","[1, 3, 1, 2, 2]","[6, 2, 6, 6, 8]"
B3679,1,64792,8049,9,1,24,8,"[13434, 12941, 15640, 13454, 9323]","[3, 1, 3, 1, 1]","[0, 0, 1, 0, 0]","[5, 4, 5, 6, 4]"
R3679,0,56743,-8049,1,9,3,-8,"[11296, 10766, 12888, 14157, 7636]","[0, 0, 0, 1, 0]","[1, 2, 2, 2, 2]","[1, 1, 1, 0, 0]"
B3680,1,89728,6874,15,9,48,6,"[16960, 17608, 20736, 21218, 13206]","[2, 5, 3, 5, 0]","[0, 5, 2, 0, 2]","[11, 7, 10, 8, 12]"
R3680,0,82854,-6874,9,15,24,-6,"[15389, 15786, 19510, 20366, 11803]","[0, 1, 6, 1, 1]","[2, 4, 3, 3, 3]","[6, 6, 2, 6, 4]"
B3681,1,67567,7468,16,8,40,8,"[11443, 13218, 15538, 17453, 9915]","[1, 3, 2, 10, 0]","[1, 2, 1, 1, 3]","[9, 7, 9, 4, 11]"
R3681,0,60099,-7468,8,16,19,-8,"[13040, 11665, 12917, 14039, 8438]","[1, 2, 2, 3, 0]","[5, 3, 2, 3, 3]","[3, 4, 3, 3, 6]"
B3682,1,55133,10644,11,3,34,8,"[11117, 11059, 12476, 12943, 7538]","[1, 4, 2, 4, 0]","[0, 0, 2, 1, 0]","[7, 4, 7, 6, 10]"
R3682,0,44489,-10644,3,11,9,-8,"[8440, 8432, 10583, 10856, 6178]","[0, 1, 0, 2, 0]","[2, 3, 2, 2, 2]","[1, 2, 3, 1, 2]"
B3683,0,70778,269,5,5,9,0,"[14158, 14198, 17612, 14558, 10252]","[0, 1, 3, 1, 0]","[1, 2, 2, 0, 0]","[2, 3, 1, 1, 2]"
R3683,1,70509,-269,5,5,12,0,"[14477, 13740, 15753, 16591, 9948]","[1, 2, 0, 2, 0]","[2, 1, 0, 1, 1]","[3, 1, 3, 2, 3]"
B3684,1,62436,9136,13,9,30,4,"[12718, 12974, 13354, 13811, 9579]","[4, 2, 4, 3, 0]","[3, 2, 2, 1, 1]","[3, 8, 6, 5, 8]"
R3684,0,53300,-9136,9,13,16,-4,"[10673, 9800, 12048, 12895, 7884]","[1, 2, 3, 2, 1]","[1, 4, 3, 2, 3]","[2, 4, 1, 4, 5]"
B3685,1,64156,13338,12,1,28,11,"[14523, 12469, 12654, 14228, 10282]","[2, 5, 0, 4, 1]","[0, 0, 1, 0, 0]","[6, 4, 3, 6, 9]"
R3685,0,50818,-13338,1,12,3,-11,"[10369, 10344, 11566, 10742, 7797]","[1, 0, 0, 0, 0]","[1, 3, 2, 2, 4]","[0, 1, 0, 1, 1]"
B3686,1,59558,3209,12,4,35,8,"[12474, 12178, 13442, 12872, 8592]","[3, 2, 4, 3, 0]","[1, 0, 0, 2, 1]","[4, 8, 8, 6, 9]"
R3686,0,56349,-3209,4,12,10,-8,"[11407, 10451, 13029, 13878, 7584]","[0, 2, 2, 0, 0]","[0, 3, 3, 2, 4]","[1, 1, 1, 4, 3]"
B3687,0,50772,-8958,3,8,3,-5,"[10176, 9440, 11339, 12775, 7042]","[1, 0, 1, 0, 1]","[1, 1, 3, 1, 2]","[1, 1, 1, 0, 0]"
R3687,1,59730,8958,8,3,24,5,"[12407, 12381, 13197, 12716, 9029]","[2, 3, 2, 0, 1]","[2, 0, 1, 0, 0]","[3, 5, 3, 6, 7]"
B3688,1,88223,6637,26,11,68,15,"[16411, 20272, 18050, 21647, 11843]","[2, 14, 5, 5, 0]","[4, 2, 1, 1, 3]","[18, 8, 12, 13, 17]"
R3688,0,81586,-6637,11,26,27,-15,"[20022, 15400, 16014, 18231, 11919]","[3, 3, 2, 3, 0]","[5, 5, 5, 5, 6]","[6, 5, 4, 6, 6]"
B3689,0,56269,-6933,2,12,6,-10,"[11508, 11218, 11866, 13457, 8220]","[0, 0, 1, 1, 0]","[2, 2, 4, 2, 2]","[1, 2, 1, 0, 2]"
R3689,1,63202,6933,12,2,36,10,"[12434, 11623, 14342, 16121, 8682]","[1, 3, 1, 7, 0]","[0, 2, 0, 0, 0]","[5, 6, 10, 4, 11]"
B3690,1,62205,16381,18,3,49,15,"[11813, 12423, 13800, 14810, 9359]","[2, 4, 3, 7, 2]","[0, 1, 1, 1, 0]","[11, 8, 10, 6, 14]"
R3690,0,45824,-16381,3,18,9,-15,"[10878, 8264, 10174, 9985, 6523]","[0, 0, 0, 3, 0]","[4, 4, 2, 3, 5]","[3, 2, 2, 0, 2]"
B3691,0,54779,-13021,6,22,17,-16,"[10838, 9786, 13460, 12611, 8084]","[1, 0, 4, 1, 0]","[3, 7, 3, 4, 5]","[4, 5, 1, 5, 2]"
R3691,1,67800,13021,22,6,60,16,"[12498, 11561, 17426, 16453, 9862]","[6, 0, 8, 5, 3]","[1, 3, 0, 2, 0]","[11, 15, 11, 10, 13]"
B3692,0,48744,-10962,3,14,8,-11,"[9749, 9031, 11231, 11481, 7252]","[0, 0, 1, 1, 1]","[3, 2, 3, 2, 4]","[1, 2, 1, 2, 2]"
R3692,1,59706,10962,14,3,35,11,"[12509, 12569, 12228, 14090, 8310]","[3, 5, 3, 2, 1]","[2, 0, 0, 1, 0]","[8, 6, 4, 8, 9]"
B3693,0,55359,-4960,7,14,20,-7,"[11971, 10824, 11833, 12902, 7829]","[1, 0, 3, 3, 0]","[3, 3, 2, 2, 4]","[5, 6, 2, 4, 3]"
R3693,1,60319,4960,14,7,43,7,"[12655, 12189, 14170, 13464, 7841]","[3, 3, 2, 6, 0]","[0, 1, 1, 3, 2]","[7, 9, 10, 6, 11]"
B3694,1,61093,12952,14,5,38,9,"[11729, 11666, 15042, 13398, 9258]","[0, 5, 7, 2, 0]","[0, 3, 1, 0, 1]","[6, 6, 5, 10, 11]"
R3694,0,48141,-12952,5,14,11,-9,"[9988, 9447, 11086, 10968, 6652]","[0, 1, 3, 1, 0]","[3, 4, 3, 2, 2]","[2, 3, 0, 2, 4]"
B3695,1,92659,4033,11,8,30,3,"[18618, 16911, 20504, 23101, 13525]","[0, 1, 3, 7, 0]","[2, 3, 1, 1, 1]","[5, 8, 6, 2, 9]"
R3695,0,88626,-4033,8,11,23,-3,"[16907, 17199, 20963, 21225, 12332]","[2, 4, 0, 2, 0]","[3, 2, 2, 2, 2]","[2, 2, 8, 5, 6]"
B3696,0,63228,-10791,4,7,9,-3,"[13298, 11498, 15253, 14181, 8998]","[0, 1, 1, 2, 0]","[2, 0, 2, 2, 1]","[3, 0, 2, 1, 3]"
R3696,1,74019,10791,7,4,10,3,"[14424, 14772, 15344, 19529, 9950]","[2, 2, 1, 2, 0]","[0, 0, 2, 0, 2]","[2, 2, 1, 2, 3]"
B3697,1,61893,13004,18,2,46,16,"[10834, 13472, 13128, 15682, 8777]","[2, 6, 4, 6, 0]","[0, 0, 0, 1, 1]","[10, 7, 5, 9, 15]"
R3697,0,48889,-13004,2,18,5,-16,"[9485, 9433, 11767, 10382, 7822]","[0, 0, 1, 0, 1]","[5, 3, 2, 4, 4]","[0, 1, 1, 2, 1]"
B3698,1,56091,13157,13,1,34,12,"[11318, 11203, 12421, 12861, 8288]","[1, 4, 3, 5, 0]","[1, 0, 0, 0, 0]","[7, 8, 6, 3, 10]"
R3698,0,42934,-13157,1,13,2,-12,"[9473, 8181, 9116, 9716, 6448]","[0, 0, 0, 0, 1]","[4, 2, 3, 3, 1]","[1, 1, 0, 0, 0]"
B3699,0,48383,-17499,3,19,6,-16,"[9457, 9652, 10975, 11301, 6998]","[0, 2, 1, 0, 0]","[6, 4, 3, 3, 3]","[3, 1, 0, 0, 2]"
R3699,1,65882,17499,19,3,43,16,"[15281, 12210, 15929, 13687, 8775]","[8, 0, 7, 4, 0]","[1, 1, 1, 0, 0]","[5, 13, 5, 7, 13]"
B3700,0,70579,-9398,11,13,28,-2,"[14632, 14502, 15575, 16140, 9730]","[1, 3, 3, 4, 0]","[3, 2, 3, 1, 4]","[4, 6, 5, 6, 7]"
R3700,1,79977,9398,13,11,28,2,"[16513, 15929, 17153, 19191, 11191]","[2, 2, 2, 7, 0]","[1, 1, 3, 4, 2]","[8, 7, 5, 4, 4]"
B3701,1,70394,13542,20,9,50,11,"[14189, 14618, 16212, 15271, 10104]","[5, 4, 7, 3, 1]","[2, 2, 0, 4, 1]","[10, 9, 11, 12, 8]"
R3701,0,56852,-13542,9,20,23,-11,"[11692, 10514, 12892, 12774, 8980]","[1, 4, 2, 1, 1]","[3, 5, 3, 4, 5]","[4, 2, 3, 7, 7]"
B3702,1,66839,15744,14,3,25,11,"[13749, 12630, 15117, 15341, 10002]","[3, 4, 2, 3, 2]","[1, 0, 0, 1, 1]","[8, 4, 4, 4, 5]"
R3702,0,51095,-15744,3,14,10,-11,"[10728, 10399, 12322, 10066, 7580]","[1, 1, 1, 0, 0]","[5, 3, 2, 2, 2]","[2, 2, 1, 2, 3]"
B3703,0,65972,-18019,12,16,31,-4,"[13090, 11779, 16722, 15132, 9249]","[0, 1, 8, 3, 0]","[4, 4, 2, 3, 3]","[9, 5, 3, 5, 9]"
R3703,1,83991,18019,16,12,46,4,"[18540, 16507, 18085, 18744, 12115]","[5, 3, 2, 5, 1]","[2, 4, 3, 1, 2]","[6, 6, 13, 10, 11]"
B3704,0,55625,-14767,7,22,12,-15,"[12643, 10360, 12702, 11824, 8096]","[4, 0, 3, 0, 0]","[6, 3, 4, 5, 4]","[3, 2, 1, 3, 3]"
R3704,1,70392,14767,22,7,67,15,"[14694, 15286, 15132, 15181, 10099]","[9, 5, 3, 5, 0]","[3, 0, 1, 1, 2]","[9, 17, 11, 12, 18]"
B3705,1,77965,16711,16,7,38,9,"[16320, 15679, 17880, 16983, 11103]","[7, 5, 1, 3, 0]","[2, 3, 1, 1, 0]","[6, 7, 10, 7, 8]"
R3705,0,61254,-16711,7,16,12,-9,"[13044, 13125, 12981, 12938, 9166]","[1, 2, 2, 2, 0]","[4, 4, 4, 1, 3]","[2, 2, 2, 2, 4]"
B3706,1,58852,8319,15,5,51,10,"[11954, 11727, 13613, 13127, 8431]","[2, 1, 9, 2, 1]","[0, 1, 2, 0, 2]","[9, 11, 6, 11, 14]"
R3706,0,50533,-8319,5,15,14,-10,"[10242, 9645, 10657, 12520, 7469]","[0, 1, 1, 3, 0]","[3, 4, 3, 1, 4]","[4, 1, 3, 2, 4]"
B3707,0,55208,-14617,2,19,4,-17,"[11253, 10670, 10669, 14357, 8259]","[0, 1, 0, 1, 0]","[4, 4, 4, 3, 4]","[1, 1, 0, 1, 1]"
R3707,1,69825,14617,19,2,56,17,"[15076, 13193, 15244, 15827, 10485]","[5, 2, 6, 4, 2]","[1, 0, 0, 0, 1]","[11, 9, 9, 13, 14]"
B3708,0,61066,-16213,10,23,22,-13,"[12515, 12152, 14440, 13263, 8696]","[3, 3, 4, 0, 0]","[6, 3, 5, 5, 4]","[3, 5, 2, 6, 6]"
R3708,1,77279,16213,23,10,63,13,"[17651, 14768, 17810, 15682, 11368]","[9, 3, 6, 5, 0]","[2, 1, 1, 3, 3]","[9, 15, 7, 13, 19]"
B3709,1,89825,745,24,18,59,6,"[16896, 15849, 19854, 22741, 14485]","[3, 2, 6, 10, 3]","[4, 3, 2, 5, 4]","[9, 11, 8, 13, 18]"
R3709,0,89080,-745,18,24,35,-6,"[18412, 17057, 19340, 20182, 14089]","[5, 2, 3, 7, 1]","[5, 6, 4, 3, 6]","[8, 2, 7, 8, 10]"
B3710,1,67140,12051,15,3,35,12,"[14239, 11637, 15698, 15530, 10036]","[5, 1, 3, 4, 2]","[1, 0, 1, 0, 1]","[1, 6, 7, 9, 12]"
R3710,0,55089,-12051,3,15,6,-12,"[11924, 10717, 13328, 11841, 7279]","[0, 2, 0, 1, 0]","[2, 3, 3, 4, 3]","[0, 1, 2, 1, 2]"
B3711,0,57496,-13287,6,16,21,-10,"[12078, 11699, 12780, 12343, 8596]","[1, 2, 1, 1, 1]","[1, 5, 4, 3, 3]","[4, 4, 4, 4, 5]"
R3711,1,70783,13287,16,6,35,10,"[13707, 13123, 17935, 15468, 10550]","[0, 2, 10, 3, 1]","[3, 2, 0, 1, 0]","[6, 6, 6, 6, 11]"
B3712,1,70781,9045,11,9,29,2,"[14157, 16370, 14943, 15361, 9950]","[0, 5, 3, 3, 0]","[2, 1, 2, 2, 2]","[6, 3, 5, 6, 9]"
R3712,0,61736,-9045,9,11,21,-2,"[12527, 11990, 13928, 13796, 9495]","[2, 0, 2, 3, 2]","[2, 1, 2, 4, 2]","[2, 8, 4, 3, 4]"
B3713,0,44294,-10744,6,16,16,-10,"[9086, 8526, 9603, 10109, 6970]","[1, 1, 1, 2, 1]","[3, 3, 3, 1, 6]","[3, 2, 4, 4, 3]"
R3713,1,55038,10744,16,6,33,10,"[11076, 10825, 13093, 11537, 8507]","[5, 2, 6, 3, 0]","[3, 0, 1, 2, 0]","[3, 7, 4, 8, 11]"
B3714,0,81216,-3068,15,18,40,-3,"[16480, 15169, 18565, 18580, 12422]","[4, 3, 4, 4, 0]","[5, 4, 4, 3, 2]","[6, 9, 7, 7, 11]"
R3714,1,84284,3068,18,15,60,3,"[15986, 15232, 18040, 22324, 12702]","[2, 2, 2, 12, 0]","[4, 3, 3, 2, 3]","[12, 14, 12, 6, 16]"
B3715,1,63792,17707,20,4,41,16,"[11776, 11773, 14062, 15925, 10256]","[0, 1, 4, 12, 3]","[3, 0, 0, 0, 1]","[6, 13, 6, 6, 10]"
R3715,0,46085,-17707,4,20,5,-16,"[10347, 8759, 10498, 9485, 6996]","[2, 0, 0, 1, 1]","[3, 2, 5, 4, 6]","[0, 3, 0, 1, 1]"
B3716,1,69619,10907,10,7,23,3,"[13522, 15690, 15796, 14481, 10130]","[1, 4, 3, 2, 0]","[3, 1, 1, 2, 0]","[5, 4, 4, 5, 5]"
R3716,0,58712,-10907,7,10,17,-3,"[11590, 11630, 13139, 13838, 8515]","[0, 5, 2, 0, 0]","[2, 2, 2, 2, 2]","[7, 2, 1, 2, 5]"
B3717,0,56098,-13316,3,15,6,-12,"[13395, 11019, 11311, 12351, 8022]","[1, 1, 0, 0, 1]","[3, 4, 3, 3, 2]","[0, 1, 2, 1, 2]"
R3717,1,69414,13316,15,3,45,12,"[15476, 14353, 14566, 14749, 10270]","[5, 4, 2, 3, 1]","[0, 2, 0, 1, 0]","[8, 7, 7, 10, 13]"
B3718,0,86241,-6983,7,12,13,-5,"[19408, 15523, 21365, 17767, 12178]","[1, 4, 2, 0, 0]","[1, 3, 2, 1, 5]","[4, 2, 2, 2, 3]"
R3718,1,93224,6983,12,7,33,5,"[18750, 17832, 21512, 20235, 14895]","[1, 2, 2, 6, 1]","[4, 1, 2, 0, 0]","[4, 6, 7, 5, 11]"
B3719,1,67650,11142,16,5,44,11,"[14406, 13874, 14101, 14294, 10975]","[3, 6, 3, 2, 2]","[1, 2, 2, 0, 0]","[7, 7, 8, 10, 12]"
R3719,0,56508,-11142,5,16,14,-11,"[12097, 12035, 11200, 13044, 8132]","[2, 1, 2, 0, 0]","[5, 3, 4, 1, 3]","[2, 4, 2, 3, 3]"
B3720,0,87484,-11979,6,17,15,-11,"[18654, 15708, 23419, 17524, 12179]","[1, 1, 2, 1, 1]","[3, 7, 2, 2, 3]","[2, 3, 2, 5, 3]"
R3720,1,99463,11979,17,6,55,11,"[19898, 17657, 22587, 25384, 13937]","[2, 1, 5, 7, 2]","[2, 2, 1, 0, 1]","[12, 11, 10, 9, 13]"
B3721,1,64763,19069,18,3,43,15,"[13895, 12098, 14161, 14305, 10304]","[5, 2, 3, 7, 1]","[0, 2, 1, 0, 0]","[11, 8, 6, 5, 13]"
R3721,0,45694,-19069,3,18,11,-15,"[10139, 8213, 9643, 11325, 6374]","[0, 0, 1, 2, 0]","[3, 6, 4, 0, 5]","[3, 2, 2, 1, 3]"
B3722,1,68466,14029,19,4,47,15,"[13151, 13452, 16248, 15254, 10361]","[3, 2, 8, 5, 1]","[1, 1, 1, 1, 0]","[7, 13, 7, 8, 12]"
R3722,0,54437,-14029,4,19,11,-15,"[11002, 11767, 10952, 11899, 8817]","[0, 1, 1, 0, 2]","[3, 1, 7, 4, 4]","[3, 3, 0, 3, 2]"
B3723,0,45005,-11760,0,9,0,-9,"[9731, 9155, 9679, 9955, 6485]","[0, 0, 0, 0, 0]","[1, 2, 2, 1, 3]","[0, 0, 0, 0, 0]"
R3723,1,56765,11760,9,0,23,9,"[10482, 11724, 13870, 12730, 7959]","[0, 2, 3, 4, 0]","[0, 0, 0, 0, 0]","[3, 3, 5, 4, 8]"
B3724,1,56705,13386,10,1,29,9,"[11111, 12432, 12388, 12975, 7799]","[4, 2, 2, 2, 0]","[1, 0, 0, 0, 0]","[4, 7, 4, 5, 9]"
R3724,0,43319,-13386,1,10,1,-9,"[8654, 7951, 11067, 9621, 6026]","[0, 0, 1, 0, 0]","[3, 1, 1, 2, 3]","[1, 0, 0, 0, 0]"
B3725,0,39349,-16784,5,18,14,-13,"[7626, 7810, 9053, 9269, 5591]","[0, 2, 1, 2, 0]","[5, 4, 4, 3, 2]","[4, 3, 1, 2, 4]"
R3725,1,56133,16784,18,5,43,13,"[11388, 12569, 11745, 13062, 7369]","[4, 8, 3, 3, 0]","[2, 1, 0, 1, 1]","[10, 4, 10, 10, 9]"
B3726,0,58888,-10807,5,24,9,-19,"[12487, 11225, 14141, 12810, 8225]","[0, 1, 3, 0, 1]","[4, 6, 3, 6, 5]","[2, 1, 0, 2, 4]"
R3726,1,69695,10807,24,5,70,19,"[13490, 14564, 15539, 15830, 10272]","[3, 5, 8, 7, 1]","[0, 1, 1, 1, 2]","[15, 15, 13, 11, 16]"
B3727,1,61252,7853,9,2,31,7,"[12654, 13089, 13391, 13496, 8622]","[2, 2, 2, 3, 0]","[1, 0, 0, 0, 1]","[6, 6, 5, 5, 9]"
R3727,0,53399,-7853,2,9,8,-7,"[11913, 9795, 12337, 11657, 7697]","[0, 1, 1, 0, 0]","[1, 1, 2, 3, 2]","[2, 1, 1, 2, 2]"
B3728,0,56751,-12115,3,17,10,-14,"[12463, 10299, 12633, 13341, 8015]","[1, 0, 1, 1, 0]","[3, 5, 2, 4, 3]","[2, 1, 2, 2, 3]"
R3728,1,68866,12115,17,3,60,14,"[13713, 13365, 15839, 16848, 9101]","[2, 2, 8, 5, 0]","[0, 1, 0, 1, 1]","[14, 12, 7, 11, 16]"
B3729,1,58397,12081,18,7,56,11,"[11688, 11834, 12849, 14192, 7834]","[1, 7, 5, 4, 1]","[2, 0, 1, 2, 2]","[13, 8, 11, 10, 14]"
R3729,0,46316,-12081,7,18,18,-11,"[9740, 8189, 11931, 9865, 6591]","[3, 0, 3, 1, 0]","[4, 3, 2, 4, 5]","[3, 4, 2, 4, 5]"
